OBJECTID,parcel_py_PARCEL,parcel_py_PARCEL_NBR,parcel_py_ACRE,LAndBAnkTop100CSVUpdate_csv_PAR,LAndBAnkTop100CSVUpdate_csv_ACR,LAndBAnkTop100CSVUpdate_csv_OWN,LAndBAnkTop100CSVUpdate_csv_Add,LAndBAnkTop100CSVUpdate_csv_NUM,LAndBAnkTop100CSVUpdate_csv_DIR,LAndBAnkTop100CSVUpdate_csv_ST_,LAndBAnkTop100CSVUpdate_csv_SUF,LAndBAnkTop100CSVUpdate_csv_MIS,LAndBAnkTop100CSVUpdate_csv_CIT,LAndBAnkTop100CSVUpdate_csv_STA,LAndBAnkTop100CSVUpdate_csv_ZIP,LAndBAnkTop100CSVUpdate_csv_DEL,LAndBAnkTop100CSVUpdate_csv_VAC,LAndBAnkTop100CSVUpdate_csv_LAN,LAndBAnkTop100CSVUpdate_csv_ORI,LAndBAnkTop100CSVUpdate_csv_Sub,LAndBAnkTop100CSVUpdate_csv_Tax,LAndBAnkTop100CSVUpdate_csv_Sch,LAndBAnkTop100CSVUpdate_csv_UGD,LAndBAnkTop100CSVUpdate_csv_UGA,LAndBAnkTop100CSVUpdate_csv_Pla,LAndBAnkTop100CSVUpdate_csv_Map,LAndBAnkTop100CSVUpdate_csv_Use,LAndBAnkTop100CSVUpdate_csv_App,LAndBAnkTop100CSVUpdate_csv_A_1,LAndBAnkTop100CSVUpdate_csv_Rem,LAndBAnkTop100CSVUpdate_csv_R_1,LAndBAnkTop100CSVUpdate_csv_Unb,LAndBAnkTop100CSVUpdate_csv_R_2,LAndBAnkTop100CSVUpdate_csv_Bui,LAndBAnkTop100CSVUpdate_csv_Hom,LAndBAnkTop100CSVUpdate_csv_Res,LAndBAnkTop100CSVUpdate_csv_Sum,LAndBAnkTop100CSVUpdate_csv_Mea,LAndBAnkTop100CSVUpdate_csv_R_3,LAndBAnkTop100CSVUpdate_csv_B_1,LAndBAnkTop100CSVUpdate_csv_H_1,LAndBAnkTop100CSVUpdate_csv_S_1,LAndBAnkTop100CSVUpdate_csv_M_1,LAndBAnkTop100CSVUpdate_csv_Lot,LAndBAnkTop100CSVUpdate_csv_Ran,LAndBAnkTop100CSVUpdate_csv_R_4,LAndBAnkTop100CSVUpdate_csv_P_1,LAndBAnkTop100CSVUpdate_csv_Dem,LAndBAnkTop100CSVUpdate_csv_Und,LAndBAnkTop100CSVUpdate_csv_Flo,LAndBAnkTop100CSVUpdate_csv_His,LAndBAnkTop100CSVUpdate_csv_Soi,Shape__Area,Shape__Length
36,223207,223207,0.0682322222927782,223207,0.068232,WYANDOTTE COUNTY LANDBANK,942  RIVERVIEW AVE ,942,,RIVERVIEW,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R48561,MC ALPINES ADD EXT,10,500,2,2,25,2972.196,Residential highest and best use,500,0,LBHD,1,<Null>,3,<Null>,<Null>,102,2243540,21995.4902,0.76,0,0,0.837,0.543,0.3625,670,,223207,2004,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",2972.19561767578,291.565066282536
37,070111,70111,0.206492215600049,70111,0.206492,WYANDOTTE COUNTY LANDBANK,1127  PACIFIC AVE ,1127,,PACIFIC,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R58399,WALLACE PLACE,10,500,2,2,85,8994.801,Residential highest and best use,890,0,LBHD,29,<Null>,2,<Null>,<Null>,88,2534460,28800.68182,0.576,0,0,0.881,0.657,0.33625,796,,70111,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 12 to 18 percent slopes",8994.80096435547,383.16569755609
38,067335,67335,0.397885661679846,67335,0.397886,WYANDOTTE COUNTY LANDBANK,1220  GILMORE AVE ,1220,,GILMORE,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R59216,ROCK ISLAND PLACE,10,500,2,2,150,17331.899,Residential highest and best use,1390,0,LBHD,29,<Null>,1,<Null>,<Null>,35,859280,24550.85714,0.317,0,0,0.439,0.589,0.20775,1384,,67335,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 12 to 18 percent slopes",17331.8993530273,530.928519341853
39,180910,180910,0.220072938566558,180910,0.220073,WYANDOTTE COUNTY LANDBANK,133 S 17TH ST ,133,S,17TH,ST,,KANSAS CITY,KS,66102,<Null>,<Null>,<Null>,R58893,RIVERVIEW HEIGHTS EXT B3,10,500,2,2,75,9586.377,Residential highest and best use,930,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,55,1830220,33276.72727,0.76,0,0,0.744,0.725,0.373625,613,,180910,2018,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9586.37713623047,404.059810479637
40,101999,101999,0.16247081993155,101999,0.162471,WYANDOTTE COUNTY LANDBANK,3100  HASKELL AVE ,3100,,HASKELL,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R5556,UNIVERSITY PARK SUB OF AN ADD TO,10,500,1,1,50,7077.229,Residential highest and best use,270,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,71,1804230,25411.69014,0.317,0,0,0.738,0.602,0.24675,1184,,101999,2014,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",7077.22888183594,368.981831207817
41,094550,94550,0.0846955004736348,94550,0.084696,WYANDOTTE COUNTY LANDBANK,2086 N WATER ST ,2086,N,WATER,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2915,EDGERTON PLACE B7-19,10,500,1,1,25,3689.336,Residential highest and best use,230,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,40,38860,971.5,0.317,0,0,0.016,0.004,0.08175,1971,,94550,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3689.33599853516,314.947377821105
42,140524,140524,0.0742427919700009,140524,0.074243,WYANDOTTE COUNTY LANDBANK,1925 N HALLOCK ST ,1925,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43110,WALNUT PARK,10,500,1,1,25,3234.016,Residential highest and best use,220,0,LBHD,6,<Null>,0,<Null>,<Null>,27,192350,7124.074074,0,0,0,0.081,0.17,0.031375,2181,,140524,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3234.01599121094,298.764027176862
43,126522,126522,0.13706290942636,126522,0.137063,WYANDOTTE COUNTY LANDBANK,2224 S 9TH ST ,2224,S,9TH,ST,,KANSAS CITY,KS,66105,<Null>,Y,<Null>,R64361,ASKEWS SUB,10,500,3,2,50,5970.46,Residential highest and best use,990,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,37,1163510,31446.21622,0.317,0,0,0.551,0.7,0.235625,1241,,126522,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5970.46032714844,349.673664949621
44,095266,95266,0.087285797481688,95266,0.087286,WYANDOTTE COUNTY LANDBANK,833  GARFIELD AVE ,833,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43944,BRIGHTON HILL,10,500,4,1,34,3802.169,Residential highest and best use,230,0,LBHD,0,<Null>,0,<Null>,<Null>,42,704660,16777.61905,0,0,0,0.384,0.436,0.1025,1900,,95266,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3802.16931152344,302.678149044377
45,095275,95275,0.0727068494636102,95275,0.072707,WYANDOTTE COUNTY LANDBANK,1910 N MILL ST ,1910,N,MILL,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43953,BRIGHTON HILL,10,500,4,1,27.5,3167.11,Residential highest and best use,220,0,LBHD,0,<Null>,0,<Null>,<Null>,34,491240,14448.23529,0,0,0,0.292,0.38,0.084,1958,,95275,<Null>,<Null>,<Null>,<Null>,"Haynie silt loam, occasionally flooded",3167.1103515625,291.745796125194
46,109826,109826,0.107988548757473,109826,0.107989,WYANDOTTE COUNTY LANDBANK,1938 N 4TH ST ,1938,N,4TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42626,FOWLER PARK,10,500,4,1,37.5,4703.981,Residential highest and best use,250,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,102,1399250,13718.13726,0.939,0,0,0.62,0.363,0.357625,699,,109826,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4703.98120117188,329.300169293815
47,140631,140631,0.138425753776301,140631,0.138426,WYANDOTTE COUNTY LANDBANK,1935 N 6TH ST ,1935,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43165,SUNNYSIDE,10,500,1,1,50,6029.826,Residential highest and best use,260,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,35,178520,5100.571429,0,0,0,0.074,0.077,0.018875,2253,,140631,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6029.82580566406,342.094400677419
48,080290,80290,0.078749949652711,80290,0.07875,WYANDOTTE COUNTY LANDBANK,943  FREEMAN AVE ,943,,FREEMAN,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45406,WYANDOTTE CITY,10,500,4,1,25,3430.348,Residential highest and best use,220,0,LBHD,10,<Null>,2,<Null>,<Null>,40,268590,6714.75,0.576,0,0,0.145,0.151,0.181,1521,,80290,1998,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3430.34777832031,324.15923333295
49,080167,80167,0.0780365774378145,80167,0.078037,WYANDOTTE COUNTY LANDBANK,1007  FREEMAN AVE ,1007,,FREEMAN,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R45437,WYANDOTTE CITY,10,500,4,1,25,3399.273,Residential highest and best use,220,0,<Null>,<Null>,<Null>,2,1,1,66,826200,12518.18182,0.576,0.949,0.866,0.424,0.337,0.692875,55,24,80167,2006,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3399.27331542969,324.154684858344
50,081749,81749,0.0766612323848714,81749,0.076661,WYANDOTTE COUNTY LANDBANK,834  NEW JERSEY AVE ,834,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45163,WYANDOTTE CITY,10,500,4,1,25,3339.363,Residential highest and best use,220,0,LBHD,10,<Null>,1,<Null>,<Null>,49,314060,6409.387755,0.317,0,0,0.18,0.138,0.119,1821,,81749,1997,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3339.36322021484,316.928862650604
51,209658,209658,0.103546720211836,209658,0.103547,WYANDOTTE COUNTY LANDBANK,1237  WALKER AVE ,1237,,WALKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44612,LONDON HEIGHTS 2ND SUB,10,500,4,1,37.5,4510.495,Residential highest and best use,240,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,36,466090,12946.94444,0.317,0,0,0.282,0.347,0.157875,1615,,209658,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4510.49517822266,315.483585263726
52,109230,109230,0.082699497186455,109230,0.082699,WYANDOTTE COUNTY LANDBANK,2075 N 6TH ST ,2075,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2152,HAFNERS GROVE,10,500,1,1,25,3602.39,Residential highest and best use,230,0,LBHD,6,<Null>,1,<Null>,<Null>,72,903090,12542.91667,0.317,0,0,0.454,0.337,0.178125,1535,,109230,1999,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3602.39013671875,302.008629160577
53,095115,95115,0.0979880656959167,95115,0.097988,WYANDOTTE COUNTY LANDBANK,721  TROUP AVE ,721,,TROUP,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43020,BRIGHTON HILL,10,500,1,1,37.5,4268.36,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,79,1051530,13310.50633,0,0,0,0.51,0.358,0.1085,1872,,95115,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4268.36022949219,307.910341870366
54,095237,95237,0.0663203054043276,95237,0.06632,WYANDOTTE COUNTY LANDBANK,1908 N ALLIS ST ,1908,N,ALLIS,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43331,BRIGHTON HILL,10,500,4,1,25,2888.913,Residential highest and best use,210,0,LBHD,0,<Null>,0,<Null>,<Null>,50,547980,10959.6,0,0,0,0.326,0.297,0.077875,1979,,95237,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2888.91247558594,288.326004637759
55,140425,140425,0.071301125179742,140425,0.071301,WYANDOTTE COUNTY LANDBANK,1942 N HALLOCK ST ,1942,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43200,GLENWOOD GROVE,10,500,1,1,25,3105.877,Residential highest and best use,220,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,46,202460,4401.304348,0.317,0,0,0.09,0.048,0.0965,1926,,140425,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3105.87707519531,294.634939453533
56,095171,95171,0.101632398797248,95171,0.101632,WYANDOTTE COUNTY LANDBANK,631  FRANKLIN AVE ,631,,FRANKLIN,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43251,BRIGHTON HILL,10,500,1,1,32,4427.107,Residential highest and best use,240,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,20,230890,11544.5,0.317,0,0,0.11,0.31,0.13175,1766,,95171,1996,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4427.10729980469,311.265047472534
57,081190,81190,0.111272628552958,81190,0.111273,WYANDOTTE COUNTY LANDBANK,1613 N 11TH ST ,1613,N,11TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R45334,WYANDOTTE CITY,10,500,4,1,61.5,4847.036,Residential highest and best use,250,0,<Null>,<Null>,<Null>,0,1,1,83,888260,10701.92771,0,0.949,0.866,0.449,0.292,0.546375,186,,81190,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4847.03570556641,279.013218836692
58,082010,82010,0.380843762269692,82010,0.380844,WYANDOTTE COUNTY LANDBANK,1400 N 5TH ST ,1400,N,5TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43574,WYANDOTTE CITY,10,500,4,1,142,16589.554,Residential highest and best use,370,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,34,878460,25837.05882,0.576,0,0,0.447,0.608,0.275875,1045,,82010,1999,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",16589.5543823242,515.680594401386
59,090639,90639,0.141302249069817,90639,0.141302,WYANDOTTE COUNTY LANDBANK,1413 N 13TH ST ,1413,N,13TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R44900,BELMONT,10,500,4,1,50,6155.126,Residential highest and best use,270,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,50,1193360,23867.2,0.317,0,0,0.562,0.578,0.22175,1309,,90639,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6155.12603759766,345.916089234448
60,140699,140699,0.0915555956414706,140699,0.091556,WYANDOTTE COUNTY LANDBANK,627  GARFIELD AVE ,627,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43219,SUNNYSIDE,10,500,1,1,33,3988.162,Residential highest and best use,230,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,56,462860,8265.357143,0.317,0,0,0.28,0.223,0.142125,1707,,140699,2012,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3988.16180419922,306.907659832355
61,140543,140543,0.0741066561891233,140543,0.074107,WYANDOTTE COUNTY LANDBANK,1902 N HALLOCK ST ,1902,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43182,WALNUT PARK,10,500,1,1,25,3228.086,Residential highest and best use,220,0,LBHD,0,<Null>,0,<Null>,<Null>,16,85180,5323.75,0,0,0,0.028,0.086,0.01425,2282,,140543,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3228.08605957031,297.861190048316
62,098764,98764,0.0971639895618473,98764,0.097164,WYANDOTTE COUNTY LANDBANK,1716  NEW JERSEY AVE ,1716,,NEW JERSEY,AVE,,KANSAS CITY,KS,66102,Y,Y,<Null>,R44696,HOWELL HEIGHTS,10,500,4,1,33.33,4232.463,Residential highest and best use,240,0,<Null>,<Null>,<Null>,5,<Null>,2,82,2269910,27681.82927,0.939,0,0.969,0.842,0.639,0.662125,69,30,98764,2016,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4232.46350097656,310.522287540221
63,209641,209641,0.139813979705801,209641,0.139814,WYANDOTTE COUNTY LANDBANK,1209  WOOD AVE ,1209,,WOOD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44514,LONDON HEIGHTS 2ND SUB,10,500,4,1,48,6090.297,Residential highest and best use,260,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,59,571000,9677.966102,0.866,0,0,0.336,0.261,0.291125,983,,209641,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6090.296875,341.948313251091
64,109899,109899,0.0742041089161625,109899,0.074204,WYANDOTTE COUNTY LANDBANK,1960 N 4TH ST ,1960,N,4TH,ST,,KANSAS CITY,KS,66101,Y,Y,<Null>,R42636,FOWLER PARK,10,500,4,1,25,3232.331,Residential highest and best use,220,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,100,1940030,19400.3,0.939,0,0,0.774,0.48,0.3915,515,,109899,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3232.33099365234,305.860172275406
65,098631,98631,0.138190135209069,98631,0.13819,WYANDOTTE COUNTY LANDBANK,1711  GARFIELD AVE ,1711,,GARFIELD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44397,LONDON HEIGHTS,10,500,4,1,50,6019.562,Residential highest and best use,260,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,81,2028870,25047.77778,0.866,0,0,0.793,0.596,0.390125,522,,98631,2000,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6019.56225585938,340.016680264424
66,081093,81093,0.0745443986503092,81093,0.074544,WYANDOTTE COUNTY LANDBANK,907  WALKER AVE ,907,,WALKER,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45179,WYANDOTTE CITY,10,500,4,1,25,3247.154,Residential highest and best use,220,0,LBHD,10,<Null>,0,<Null>,<Null>,45,430580,9568.444444,0,0,0,0.263,0.259,0.06525,2020,,81093,2006,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3247.15399169922,307.537208444118
67,196225,196225,0.124418974754155,196225,0.124419,WYANDOTTE COUNTY LANDBANK,1855 N 31ST ST ,1855,N,31ST,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R51290,KENSINGTON RES B7-10,10,500,4,1,50,5419.691,Residential highest and best use,260,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,101,3884620,38461.58416,0.939,0,0,0.971,0.789,0.45475,291,,196225,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5419.69067382813,331.357474486363
68,168213,168213,0.122925501181363,168213,0.122926,WYANDOTTE COUNTY LANDBANK,3611  DOUGLAS AVE ,3611,,DOUGLAS,AVE,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68463,HADLEYS ADD,10,500,3,2,48,5354.635,Residential highest and best use,950,0,LBHD,0,<Null>,0,<Null>,<Null>,23,593930,25823.04348,0,0,0,0.345,0.607,0.119,1820,,168213,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",5354.63488769531,318.320057893624
69,143023,143023,0.117498340500607,143023,0.117498,WYANDOTTE COUNTY LANDBANK,1114  RUBY AVE ,1114,,RUBY,AVE,,KANSAS CITY,KS,66103,Y,Y,<Null>,R63324,ROCKAWAY,10,500,3,2,50,5118.228,Residential highest and best use,940,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,33,1031210,31248.78788,0.317,0,0,0.505,0.696,0.229375,1269,,143023,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5118.22766113281,302.158721414565
70,170410,170410,0.145193810929438,170410,0.145194,WYANDOTTE COUNTY LANDBANK,1840 S 37TH ST ,1840,S,37TH,ST,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68281,TERRACE ADD,10,500,3,2,50,6324.642,Residential highest and best use,1000,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,26,832460,32017.69231,0,0,0,0.426,0.709,0.141875,1708,,170410,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",6324.64239501953,350.129444894397
71,093861,93861,0.224003836808863,93861,0.224004,WYANDOTTE COUNTY LANDBANK,1021  FORD AVE ,1021,,FORD,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R48677,FORD & ROOTS ADD,10,500,2,2,90,9757.607,Residential highest and best use,940,0,LBHD,31,<Null>,4,<Null>,<Null>,65,3842730,59118.92308,0.866,0,0,0.968,0.895,0.449375,304,,93861,1996,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9757.60711669922,397.996728093545
72,159013,159013,0.103409309466345,159013,0.103409,WYANDOTTE COUNTY LANDBANK,2520 N 20TH ST ,2520,N,20TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7648,MARMON PLACE,10,500,4,1,37.5,4504.51,Residential highest and best use,240,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,89,1994610,22411.34832,0.76,0,0,0.786,0.552,0.35725,703,,159013,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4504.50952148438,318.910620632786
73,095148,95148,0.101141370654213,95148,0.101141,WYANDOTTE COUNTY LANDBANK,648  GARFIELD AVE ,648,,GARFIELD,AVE,,KANSAS CITY,KS,66101,Y,Y,<Null>,R43054,BRIGHTON HILL,10,500,1,1,34,4405.718,Residential highest and best use,240,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,63,503660,7994.603175,0.576,0,0,0.301,0.21,0.207875,1383,,95148,1995,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4405.71813964844,315.149354916656
74,140722,140722,0.125746877792785,140722,0.125747,WYANDOTTE COUNTY LANDBANK,614  RICHMOND AVE ,614,,RICHMOND,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43258,SUNNYSIDE,10,500,1,1,50,5477.534,Residential highest and best use,60,0,LBHD,0,<Null>,0,<Null>,<Null>,25,150990,6039.6,0,0,0,0.047,0.12,0.020875,2237,,140722,<Null>,<Null>,<Null>,<Null>,"Haynie silt loam, occasionally flooded",5477.53405761719,338.701645767093
75,081112,81112,0.110548073797935,81112,0.110548,WYANDOTTE COUNTY LANDBANK,951  WALKER AVE ,951,,WALKER,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45197,WYANDOTTE CITY,10,500,4,1,37.5,4815.474,Residential highest and best use,250,0,LBHD,10,<Null>,1,<Null>,<Null>,56,471850,8425.892857,0.317,0,0,0.284,0.232,0.14375,1698,,81112,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4815.47412109375,329.38483790789
76,209536,209536,0.0687515740414252,209536,0.068752,WYANDOTTE COUNTY LANDBANK,1512  FREEMAN AVE ,1512,,FREEMAN,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R44743,LONDON HEIGHTS 2ND SUB,10,500,4,1,25,2994.819,Residential highest and best use,210,0,<Null>,<Null>,<Null>,5,<Null>,1,74,1382110,18677.16216,0.939,0,0.866,0.616,0.464,0.58625,149,,209536,0,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2994.81860351563,293.64722120564
77,111536,111536,0.0915295800642865,111536,0.09153,WYANDOTTE COUNTY LANDBANK,718  LAFAYETTE AVE ,718,,LAFAYETTE,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2070,GORDON PLACE,10,500,1,1,33.77,3987.029,Residential highest and best use,230,0,<Null>,<Null>,<Null>,2,<Null>,1,79,1195580,15133.92405,0.576,0,0.866,0.563,0.397,0.4805,249,,111536,0,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3987.02850341797,307.50470814761
78,095008,95008,0.0708344478393985,95008,0.070834,WYANDOTTE COUNTY LANDBANK,641  PARALLEL AVE ,641,,PARALLEL,AVE,,KANSAS CITY,KS,66101,<Null>,<Null>,<Null>,R42929,BRIGHTON HILL,10,500,1,1,25,3085.549,Residential highest and best use,210,0,<Null>,<Null>,<Null>,2,<Null>,2,84,1050220,12502.61905,0.576,0,0.969,0.509,0.337,0.492,237,93,95008,2018,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3085.54852294922,290.905129162254
79,140411,140411,0.0785467512516125,140411,0.078547,WYANDOTTE COUNTY LANDBANK,1941 N HALLOCK ST ,1941,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43103,GLENWOOD GROVE,10,500,1,1,25,3421.496,Residential highest and best use,220,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,48,306970,6395.208333,0.576,0,0,0.174,0.137,0.182875,1508,,140411,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3421.49645996094,301.756235581075
80,081550,81550,0.140454129391239,81550,0.140454,WYANDOTTE COUNTY LANDBANK,1810 N 3RD ST ,1810,N,3RD,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42849,WYANDOTTE CITY,10,500,4,1,49,6118.182,Residential highest and best use,270,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,30,2051880,68396,0.576,0,0,0.799,0.926,0.359625,687,,81550,1996,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6118.18188476563,347.669258256113
81,090724,90724,0.175327819496684,90724,0.175328,WYANDOTTE COUNTY LANDBANK,1501  FREEMAN AVE ,1501,,FREEMAN,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R44814,BELMONT,10,500,4,1,50,7637.28,Residential highest and best use,280,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,64,1286880,20107.5,0.939,0,0,0.59,0.497,0.370625,625,,90724,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",7637.27978515625,393.268625427795
82,047500,47500,0.546269138910813,47500,0.546269,WYANDOTTE COUNTY LANDBANK,1338 N 48TH ST ,1338,N,48TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R29892,COMBS PARK,10,500,1,1,103.6,23795.484,Residential highest and best use,5030,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,40,2935990,73399.75,0.576,0,0,0.924,0.934,0.37625,596,,47500,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",23795.4836425781,675.394897431757
83,064034,64034,0.235315613119442,64034,0.235316,WYANDOTTE COUNTY LANDBANK,3551  FREEMAN AVE ,3551,,FREEMAN,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R53447,WEST RIDGE,10,500,4,1,75,10250.348,Residential highest and best use,310,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,57,2018670,35415.26316,0.317,0,0,0.791,0.753,0.27225,1065,,64034,2006,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",10250.3480834961,425.493181894652
